"","product_productid","review_userid","review_helpfulness","review_score"
"27973","B00009V8XX","AD2FJHFQ8EIG5","3/6",5
"27974","B00009V8XX","A1IX3IM8YHP0IB","3/6",5
"27975","B00009V8XX","A692T6A9DML3J","6/13",2
"27976","B00009V8XX","APDUCWHP5J905","4/11",4
"27977","B00009V8XX","A3NRDHL2I57LX2","8/27",1
"27978","B00009V8XX","A30NHVVC62LJMK","5/41",1
"27979","6303215637.0","AV33XOKKT2PH1","15/17",5
"27980","6303215637.0","A2EXZ4N9INMT6O","3/4",3
"27981","B006H2YZII","A2NXJL1OD4FG3K","26/27",4
"27982","B006H2YZII","A33RN6T49VEFUO","20/24",5
"27983","B0000C8ASG","A2BRF1BHGRWBDB","28/32",5
"27984","B0000C8ASG","A11PTCZ2FM2547","15/16",5
"27985","B0000C8ASG","A4FX5YCJA630V","16/18",5
"27986","B0000C8ASG","AOVJYIUATQKR5","4/5",5
"27987","B0000C8ASG","A1Y4YG58UEN3HJ","4/5",3
"27988","B0000C8ASG","AQJ53DIJEZFT9","6/8",3
"27989","B0000C8ASG","A3LRFGYJVXKPDI","3/5",3
"27990","B0000C8ASG","A3EJYJC25OJVKK","7/13",3
"27991","B0000C8ASG","A32Y55Z00QI12S","4/10",1
"27992","B0000C8ASG","A319SKSB556033","4/11",3
"27993","B00005RDRE","A1A6VXECJH7177","3/3",4
"27994","B005KGPR9S","A3RUJVMDPKMDQ1","16/22",2
"27995","B005KGPR9S","A3DMB9SPI1RFQW","17/24",5
"27996","B005KGPR9S","AUZVTZ6TN0DTN","6/8",5
"27997","B005KGPR9S","A3N2SNNRJQWPZF","8/11",5
"27998","B005KGPR9S","AN7YDU4FN9I8W","8/12",5
"27999","B005KGPR9S","A20EEWWSFMZ1PN","7/11",3
"28000","B005KGPR9S","A14OJS0VWMOSWO","5/8",5
"28001","B005KGPR9S","AGZEMKAX43DAI","3/5",5
"28002","B005KGPR9S","A1165I5PFKIFEL","5/9",5
"28003","B005KGPR9S","A1HLCDCI6MV9S","8/14",4
"28004","B005KGPR9S","AO4WFALWQYTW0","24/40",1
"28005","B005KGPR9S","A11758XKF80LV2","4/8",5
"28006","B005KGPR9S","A1UD6XH2G52P8O","3/7",5
"28007","B005KGPR9S","A3AZ9YF71QAPE1","3/7",5
"28008","B000065LKU","A2UKB67E4F4J1S","12/15",4
"28009","B000065LKU","A1182YZZTYTVEG","3/3",3
"28010","B000065LKU","A2L6MPIOCFFSMM","4/5",3
"28011","B000065LKU","AV7NE6XXZCXHL","6/8",1
"28012","B000065LKU","A1BIH0Y2AG8N95","3/4",5
"28013","B000065LKU","A2AM021UWRADI3","4/6",1
"28014","B000065LKU","A8UEUFFX882DQ","7/11",3
"28015","B000065LKU","A2HQZVBIV6AGJ","5/8",1
"28016","B000065LKU","A10YJJ1J98XPT","3/5",1
"28017","B000065LKU","A11QBL1FUC0J7U","4/8",1
"28018","B000065LKU","ASQOUKV9U4YNV","3/7",1
"28019","6302799139.0","ASGKUXRKMN7JS","3/3",5
"28020","6302799139.0","A15IN5H4IATSHQ","3/3",5
"28021","6302799139.0","AP1G6VNM7D0LU","3/3",5
"28022","6302799139.0","AQY5XBYSENNZQ","3/3",5
"28023","6302799139.0","A1S31XLRRB11US","3/3",5
"28024","6302799139.0","A3MSB482DIB9SL","5/6",4
"28025","6302799139.0","A1XBYZX09V1OB4","5/6",5
"28026","6302799139.0","A1F4DZWMC5YH9A","5/6",4
"28027","6302799139.0","A2NJO6YE954DBH","226/226",5
"28028","6302799139.0","A2720ZNBFFZBSP","129/130",4
"28029","6302799139.0","A3IP0R4JOD4R5G","106/108",3
"28030","6302799139.0","A3CNVSTNULVB7U","59/60",5
"28031","6302799139.0","A9TXOCUNIRD2Q","3/4",5
"28032","6302799139.0","A2XI81UXXLYI0K","3/4",5
"28033","6302799139.0","A35D8N1AZ8PJ2D","3/4",5
"28034","6302799139.0","A27SJSDPCTF02D","3/4",5
"28035","6302799139.0","A1LGYFWF3L7TOE","3/4",5
"28036","6302799139.0","A2A0XCCYEYK7ZD","3/4",4
"28037","6302799139.0","A1VIBFC9289OJ0","3/4",4
"28038","6302799139.0","A2MFNDNS1L7D16","5/7",4
"28039","6302799139.0","AQQFI7YHMRL7S","7/10",5
"28040","6302799139.0","A28MAXJWDTNWQ0","7/10",2
"28041","6302799139.0","A3043OLBOKTHAM","14/14",5
"28042","6302799139.0","A3N6IZDVSLG1QS","11/11",5
"28043","6302799139.0","A1D9Z20TCUH6ZX","14/15",5
"28044","6302799139.0","A359IT81FBX64Y","10/10",5
"28045","6302799139.0","A1AY6PKVBITY8G","13/14",5
"28046","6302799139.0","A3TV98883T3E70","8/8",4
"28047","6302799139.0","A11Z5LOC4FORYI","8/8",5
"28048","6302799139.0","A396SBGKAOLTZE","8/8",5
"28049","6302799139.0","A36614H8BSX4B1","4/7",5
"28050","6302799139.0","A14PWKNFN0K560","5/9",3
"28051","6302799139.0","AIPHJZPMQXOBL","4/8",1
"28052","6302799139.0","A1SFR6UM2DMQWV","7/13",2
"28053","6302799139.0","A6NMUODCMVGS7","7/14",2
"28054","6302799139.0","AZBFWVX99K1GH","12/29",1
"28055","6302799139.0","AJA4YS3DJL2S6","6/21",1
"28056","6302799139.0","AOEQZLCRMEYXL","6/24",3
"28057","6302799139.0","A1X5X10QKQM4P4","5/27",4
"28058","6302799139.0","A1BHMC619F3LLN","7/7",5
"28059","6302799139.0","A30X2Z29EYTT3M","7/7",4
"28060","6302799139.0","A12SL675BFM553","6/6",5
"28061","6302799139.0","A2JZPCMOTA44DV","6/6",5
"28062","6302799139.0","AX91WWXRNZ93R","8/9",5
"28063","6302799139.0","A4MX5J20DCKDB","8/9",5
"28064","6302799139.0","A2SII2TZDTDP49","5/5",5
"28065","6302799139.0","A3LPQAPU2ILDD0","5/5",4
"28066","6302799139.0","A1CG4C1JETCC1G","5/5",4
"28067","6302799139.0","A2MWK1CWGA612K","4/4",5
"28068","6302799139.0","A1GT4POD4MSEST","4/4",5
"28069","6302799139.0","A3P7GYZQXT0QNK","4/4",5
"28070","6302799139.0","AOYTQFRLD8VLP","4/4",5
"28071","6302799139.0","AY67Q2UVFVHZK","4/4",5
"28072","6302799139.0","ADK9HIKA42DG5","4/4",5
"28073","6302799139.0","A3V9CRYETAB9T6","4/4",4
"28074","6302799139.0","AQTPZGVCD2U1","4/4",5
"28075","6302799139.0","A3IDYBC636RPEV","4/4",5
"28076","6302799139.0","A55XQAY6DF5IU","4/4",5
"28077","6302799139.0","A2ROHH6HN45ZYA","4/4",5
"28078","6302799139.0","A2068BC3ZXAVJQ","4/4",5
"28079","6302799139.0","AMY1V4EFO4GFF","11/14",2
"28080","6302799139.0","A3JNVI7XF1LE4A","6/7",5
"28081","6302799139.0","A1KXZCAN08SSUS","3/3",5
"28082","6302799139.0","A35YWA2V4QHOJ3","3/3",5
"28083","6302799139.0","AECVYXIL9791R","3/3",4
"28084","6302799139.0","A2MHJJ4HXN8X40","3/3",5
"28085","6302799139.0","AVU5FAZZ6S7PM","3/3",5
"28086","6302799139.0","A2S3IESGF5LE5L","3/3",5
"28087","6302799139.0","AB2G52VQUY8PZ","3/3",5
"28088","B0000C8ASK","A2BRF1BHGRWBDB","28/32",5
"28089","B0000C8ASK","A11PTCZ2FM2547","15/16",5
"28090","B0000C8ASK","A4FX5YCJA630V","16/18",5
"28091","B0000C8ASK","AOVJYIUATQKR5","4/5",5
"28092","B0000C8ASK","A1Y4YG58UEN3HJ","4/5",3
"28093","B0000C8ASK","AQJ53DIJEZFT9","6/8",3
"28094","B0000C8ASK","A3LRFGYJVXKPDI","3/5",3
"28095","B0000C8ASK","A3EJYJC25OJVKK","7/13",3
"28096","B0000C8ASK","A32Y55Z00QI12S","4/10",1
"28097","B0000C8ASK","A319SKSB556033","4/11",3
"28098","B0000C8ASH","A1JYT9U2EPM5D6","12/13",4
"28099","B000T5O49O","A3DO8ZZCY12ONC","5/8",5
"28100","B000T5O49O","ATWV3X8S5ONP2","3/5",1
"28101","B000T5O49O","A3EAU736LWTDCE","3/5",2
"28102","B000T5O49O","A2QVGELFE9LL41","3/5",1
"28103","B000T5O49O","A20L3YKLJA2G95","3/5",1
"28104","B000T5O49O","A8LKIPGQV0UF4","3/5",1
"28105","B000T5O49O","A62VW1VNM85M5","10/16",5
"28106","B000T5O49O","AFNGZIM7QBEH0","6/10",1
"28107","B000T5O49O","A3M3R7D3A6SR1R","4/7",1
"28108","B000T5O49O","A1ESNOH683STXS","7/12",5
"28109","B000T5O49O","A365FO8WOJCBAT","3/7",1
"28110","B000T5O49O","AINXU6D5VNELF","7/14",5
"28111","B000T5O49O","A1VX1JQKYR1PE3","4/9",5
"28112","B000T5O49O","A214DXPNJPMH8Q","4/11",4
"28113","B000T5O49O","A3IBXED14SKZ8Y","5/13",1
"28114","B000T5O49O","A1OSKPZJFZAW7Y","4/12",3
"28115","B000T5O49O","A15OCIHXTP1OOM","4/12",5
"28116","B000T5O49O","A9LSTIOEFGQX0","4/13",1
"28117","B000T5O49O","A3GKPMHV4U64IY","4/16",4
"28118","B000T5O49O","A3D2VIUT2HWP0Z","4/16",4
"28119","B000T5O49O","A15DUTCUGMOPZU","5/23",5
"28120","B000T5O49O","A1D2C0WDCSHUWZ","126/131",1
"28121","B000T5O49O","A2V3P1XE33NYC3","60/63",1
"28122","B000T5O49O","ATX3O8B1GJ9XU","37/40",1
"28123","B000T5O49O","A23YEQ31FH9J2W","15/16",1
"28124","B000T5O49O","A3JTBJC5WSEZ7Q","15/16",1
"28125","B000T5O49O","A3C825W6AX5HJK","14/15",1
"28126","B000T5O49O","A3HXPEOW4KN19","12/14",1
"28127","B000T5O49O","A268EEWUXYCA8Q","12/14",1
"28128","B000T5O49O","AYSIGFYKISNHB","9/10",1
"28129","B000T5O49O","A3E44J6UX651BC","6/6",1
"28130","B000T5O49O","A2LY7GPTXH2A9B","6/6",1
"28131","B000T5O49O","ANMJJITAF8PUG","11/13",1
"28132","B000T5O49O","ANE99S29NRAV6","11/13",1
"28133","B000T5O49O","A8VAICHMV8BSL","8/9",1
"28134","B000T5O49O","A3HLRR2FL9E5DP","8/9",1
"28135","B000T5O49O","A36HBE2C5SQ2E6","8/9",1
"28136","B000T5O49O","A2F1P10GGZ7K2T","5/5",1
"28137","B000T5O49O","A3USXTCAXYQ98S","10/12",1
"28138","B000T5O49O","AD9MPLYLMHKCC","4/4",1
"28139","B000T5O49O","A82LIVYSX6WZ9","4/4",1
"28140","B000T5O49O","A3F3QQNI6PJ8FB","4/4",1
"28141","B000T5O49O","ABO2ZI2Y5DQ9T","6/7",1
"28142","B000T5O49O","A398Z0ZU011ILU","6/7",1
"28143","B000T5O49O","AE8LL9S715YTE","6/7",1
"28144","B000T5O49O","A157XTSMJH9XA4","3/3",2
"28145","B000T5O49O","A1AJA930WZO14R","3/3",1
"28146","B000T5O49O","ACTG0NWGJMNSM","3/3",1
"28147","B000T5O49O","A22QQNRA28YNZ3","3/3",1
"28148","B000T5O49O","AJKWF4W7QD4NS","3/3",1
"28149","B000T5O49O","A1QG4TLIYZRL7L","3/3",2
"28150","B000T5O49O","A2J57EQ9KPGXR9","3/3",1
"28151","B000T5O49O","AX22BKC72NK2C","3/3",1
"28152","B000T5O49O","ATZ1LTONGHOP6","3/3",2
"28153","B000T5O49O","AWJOZ6MWHRBKT","3/3",3
"28154","B000T5O49O","A1R2ONSLAI3M2X","5/6",2
"28155","B000T5O49O","A2EDZH51XHFA9B","5/6",1
"28156","B000T5O49O","A19ATJSKDZD9EZ","5/6",1
"28157","B000T5O49O","A90OOWQZR6QIP","5/6",1
"28158","B000T5O49O","A1E85KPLPYVW8E","7/9",1
"28159","B000T5O49O","A13YPKU84AF3CX","9/12",1
"28160","B000T5O49O","A1AJA1T3GWKMGZ","4/5",1
"28161","B000T5O49O","A4JP4T1F95D0A","4/5",1
"28162","B000T5O49O","A38N7SFDOB3MR3","4/5",1
"28163","B000T5O49O","A3S98L5B1SR9P1","4/5",1
"28164","B000T5O49O","A109V7W2G9EI4T","4/5",1
"28165","B000T5O49O","A1P41A5OUJ5BI0","4/5",1
"28166","B000T5O49O","A268EEWUXYCA8Q","4/5",1
"28167","B000T5O49O","A2LGB4FDSAE3TC","4/5",2
"28168","B000T5O49O","A1YZ0CCZZ7H3MN","8/11",1
"28169","B000T5O49O","AAEP8YFERQ8FC","3/4",3
"28170","B000T5O49O","A2WIMO3QLKXACI","3/4",1
"28171","B000T5O49O","AGSMIZ6BT53YF","3/4",1
"28172","B000T5O49O","AVOCNUFOXUCA6","3/4",1
"28173","B000T5O49O","A3AYRM0CY9JL5","3/4",1
"28174","B000T5O49O","A2WS2Q86NAQGWP","3/4",1
"28175","B000T5O49O","A7A66Q24B2KJD","3/4",1
"28176","B000T5O49O","A1D2C0WDCSHUWZ","10/15",1
"28177","B003WTO5MK","AWWY3JYKYJIOS","3/4",5
"28178","B003WTO5MK","A1S28QB8SQKM8H","3/4",5
"28179","B003WTO5MK","A44L7MZUHU11K","3/4",5
"28180","B003WTO5MK","AQ01Q3070LT29","3/4",4
"28181","B003WTO5MK","A3U2ZSBA56442C","3/4",5
"28182","B003WTO5MK","AXVOVS1SBG8BO","36/40",5
"28183","B003WTO5MK","AJMPS0S25T26U","122/146",1
"28184","B003WTO5MK","A2M1N8G4W4END8","43/51",4
"28185","B003WTO5MK","A3RSDWBUZ9P5RU","18/20",5
"28186","B003WTO5MK","A25ZVI6RH1KA5L","20/23",5
"28187","B003WTO5MK","A19EKAWXJ8MY0F","12/13",1
"28188","B003WTO5MK","AZSN1TO0JI87B","20/24",5
"28189","B003WTO5MK","A2W97CO9O93HTA","7/7",5
"28190","B003WTO5MK","A3Q4NULWZU3RI","9/10",5
"28191","B003WTO5MK","A1NR59KNVO9QQY","6/6",5
"28192","B003WTO5MK","A191KZXZ13CZU2","9/12",5
"28193","B003WTO5MK","A3SBNSCAEFPAL1","7/11",1
"28194","B003WTO5MK","A1XAVR6GN1N0XT","5/8",3
"28195","B003WTO5MK","A2R1HAXRNU0QX7","5/8",4
"28196","B003WTO5MK","A30QPQC2FC79H0","3/5",4
"28197","B003WTO5MK","A1COW0UIB5HA9J","10/16",5
"28198","B003WTO5MK","A3LQU8CWUYFMJH","6/6",4
"28199","B003WTO5MK","A2G4AY3ILJ0JQP","11/13",5
"28200","B003WTO5MK","A2CT2SA6KFE8GC","8/9",5
"28201","B003WTO5MK","AEEW2CMDTYIIJ","8/9",5
"28202","B003WTO5MK","A2YAABMT80RLYA","5/5",4
"28203","B003WTO5MK","A1PL8JA0TEHBVN","8/15",5
"28204","B003WTO5MK","ACU8X8BLHRC7A","3/7",5
"28205","B003WTO5MK","A3H5E6WDO75GDR","3/14",1
"28206","B003WTO5MK","A2ILXJN4SCJWMI","5/27",1
"28207","B003WTO5MK","A3CHJZXSNR5GHO","4/4",5
"28208","B003WTO5MK","A3MA46D95J3C7G","6/7",5
"28209","B003WTO5MK","AKYNIMNI8LOBP","3/3",5
"28210","B003WTO5MK","A3NNXYMHJ6D9XJ","3/3",5
"28211","B003WTO5MK","A1210S5Y1517OB","3/3",5
"28212","B003WTO5MK","A5BYW7ONOXQ32","3/3",5
"28213","B003WTO5MK","AFV2584U13XP3","3/3",5
"28214","B003WTO5MK","A2FPDWTD9AENVK","3/3",5
"28215","B003WTO5MK","A1V0C9SDO4DKLA","3/3",5
"28216","B003WTO5MK","A3JGZTUQ4WML93","3/3",5
"28217","B003WTO5MK","A2QYG019J6WVM5","5/6",3
"28218","6304602871.0","AUGABW5AS2OXM","12/13",5
"28219","6304602871.0","ATXJKT9N7PBOP","6/6",5
"28220","6304602871.0","A1X6M6IINHDSRC","3/3",4
"28221","6304602871.0","A220FJEQNGMSRN","5/6",3
"28222","6304602871.0","ABUDH8X1DNZWT","3/8",1
"28223","6304602871.0","A2X27FQSHP418Y","3/8",2
"28224","6301008804.0","A2EGP8YW6MVBZM","7/7",3
"28225","6301008804.0","A1J9GTON38IMDE","3/5",5
"28226","6301008804.0","A14WA4ARCSUD7E","3/5",5
"28227","B001OQCVCY","A2UBCO1GW096J0","7/29",1
"28228","B001OQCVCY","A3QJU4FEN8PQSZ","3/31",2
"28229","B001OQCVCY","A1EGU7WCILIYYL","11/66",1
"28230","B001OQCVCY","ANGR4BFG94OTY","3/38",3
"28231","B001OQCVCY","A3LHIF4ASA4S0D","49/51",5
"28232","B001OQCVCY","A37CWZ1DGLB71I","43/46",5
"28233","B001OQCVCY","A2HVL790PBWYTU","19/19",5
"28234","B001OQCVCY","A36CIEIH9LTSCX","56/68",3
"28235","B001OQCVCY","A22B48DU45M23C","9/9",5
"28236","B001OQCVCY","A2FRKEXDXDN1KI","7/7",5
"28237","B001OQCVCY","A3OEMWX9D4J75J","6/6",4
"28238","B001OQCVCY","A3QSM5XHPL1T6Y","5/5",5
"28239","B001OQCVCY","A2RKWBPYSVMXRU","5/5",5
"28240","B001OQCVCY","A3P06N1VJUHWVJ","15/19",5
"28241","B001OQCVCY","ATP8578KRRFGN","9/11",5
"28242","B001OQCVCY","A24G8IYJMKQLAB","4/4",5
"28243","B001OQCVCY","A32J985UCPV3ER","3/3",5
"28244","B001OQCVCY","A3N11MVX6INPEQ","3/3",5
"28245","B001OQCVCY","A2W2FU7NB0XSL0","3/3",5
"28246","B001OQCVCY","ACH25JO1FG9W3","3/3",5
"28247","B001OQCVCY","ANOBZWKE25SBY","3/3",5
"28248","B001OQCVCY","A37TBVL9EBQP7C","6/8",2
"28249","B008PZZAB6","A3R6ST52EBN2FK","42/50",5
"28250","B008PZZAB6","A2XSGVBHS37L2B","26/33",3
"28251","B008PZZAB6","A8OK7JD69ZMG4","26/33",2
"28252","B008PZZAB6","AJHSQK38KO6FC","31/40",2
"28253","B008PZZAB6","A2S3NX1KXD09K9","42/55",2
"28254","B008PZZAB6","A1KCQZBKMUDI37","28/36",2
"28255","B008PZZAB6","AM2PV53UX1JEQ","36/47",2
"28256","B008PZZAB6","A345WVAVMMO6F0","25/32",2
"28257","B008PZZAB6","AGJW0OG3A53FS","25/32",2
"28258","B008PZZAB6","A1W67G9YJ5LCG5","90/121",1
"28259","B00004CVX2","A2NIGI5371S5U6","160/165",5
"28260","B00004CVX2","A2VE83MZF98ITY","82/83",5
"28261","B00004CVX2","A364VIQ3KLAWVX","52/57",3
"28262","B00004CVX2","A1M0QL8USJWMQP","12/12",5
"28263","B00004CVX2","A3MFU0GVZUVH3K","11/11",5
"28264","B00004CVX2","A274HU4YGG173P","10/10",4
"28265","B00004CVX2","A23IOPI0D1OG7V","9/10",5
"28266","B00004CVX2","A1DS5IZXYEZ0T6","5/5",5
"28267","B00004CVX2","A319KYEIAZ3SON","5/5",5
"28268","B00004CVX2","A2LX6QKVJE9HDE","4/4",4
"28269","B00004CVX2","A328S9RN3U5M68","4/4",5
"28270","B00004CVX2","AQGRFH1CVVNWC","4/4",5
"28271","B00004CVX2","ALMBDNFM0QL8H","4/4",5
"28272","B00004CVX2","A2Y25RAPXEN7G3","4/4",5
"28273","B00004CVX2","A1X61XKXYG29DI","4/4",5
"28274","B00004CVX2","A20UO4ZMNICZ43","4/4",5
"28275","B000T5O49E","A96JD9312DHWC","21/22",5
"28276","B000T5O49E","A7PBI5HADJYER","11/12",4
"28277","B007SNZCY6","A2UYUL2K094KNN","3/4",4
"28278","B007SNZCY6","A3BMZYA7CT2E74","3/4",4
"28279","B007SNZCY6","A1CK4J7YRAUQ53","3/4",5
"28280","B007SNZCY6","A352WZ0WV61R3K","3/4",5
"28281","B007SNZCY6","A25J2R904L5LBH","3/4",2
"28282","B007SNZCY6","A2MX09659ZWEPJ","3/4",5
"28283","B007SNZCY6","A15YPJLKLZS0MK","3/4",4
"28284","B007SNZCY6","A34D4KCP94ACJZ","5/9",2
"28285","B007SNZCY6","AUY5FSOVQMD3H","23/23",4
"28286","B007SNZCY6","A8SCX6VUTE05H","3/6",1
"28287","B007SNZCY6","A3IDMLOWLHWNDJ","3/11",1
"28288","B007SNZCY6","A11XKY4EIU2KNR","7/8",5
"28289","B007SNZCY6","A3AY3EV2MFRFGG","3/3",3
"28290","B000T5O49Y","AISLPRPVTWU8G","13/13",5
"28291","B000T5O49Y","A26BGQ5EUOWKFP","7/7",5
"28292","B000T5O49Y","A1X18T7MDDDA3I","7/7",5
"28293","B000T5O49Y","A16X30NAQQX8N9","3/4",1
"28294","B006TTC57C","A1R3S3SL90UC1B","3/4",5
"28295","B006TTC57C","A1Z8DOKWX5XNCF","3/4",5
"28296","B006TTC57C","A3L3I5J6P5AE09","3/4",5
"28297","B006TTC57C","A490OOCVUVYIT","3/4",5
"28298","B006TTC57C","A39W3263A9HCMN","5/7",5
"28299","B006TTC57C","A1UKWX15S9SY1U","4/6",4
"28300","B006TTC57C","AMVU3DGIYDFVF","4/6",5
"28301","B006TTC57C","A1X53R6T3YFBWB","4/6",5
"28302","B006TTC57C","ALNZ7LM6CMXXK","134/142",5
"28303","B006TTC57C","A2MU9W901DKKPH","88/104",4
"28304","B006TTC57C","A18G7GG53G2X8A","120/145",4
"28305","B006TTC57C","A11MGPEYU3VO1U","14/14",4
"28306","B006TTC57C","A17FQVYG0T0IMN","5/5",4
"28307","B006TTC57C","ANCOMAI0I7LVG","7/8",5
"28308","B006TTC57C","A3AX39EHNOX3KG","4/4",5
"28309","B006TTC57C","A3KKM0T1KY42HA","3/3",4
"28310","B006TTC57C","A2NJO6YE954DBH","27/38",5
"28311","B006TTC57C","AP8U4HAK7V4O8","20/28",5
"28312","B006TTC57C","A9XLY8YBC4E2K","11/15",5
"28313","B006TTC57C","AUE7EI0FULLOM","4/5",5
"28314","B006TTC57C","A843OTZIADOU6","4/5",5
"28315","B006TTC57C","AP3B615GM191G","3/5",3
"28316","B006TTC57C","A22RY8N8CNDF3A","3/5",3
"28317","B006TTC57C","A34GZPHWYPSY2T","3/5",3
"28318","B006TTC57C","A28J6P09HP3CX9","3/5",5
"28319","B006TTC57C","A1YKDB7BKI7KAY","6/11",2
"28320","B006TTC57C","AO1AOOD5VV5ZI","4/8",5
"28321","B006TTC57C","AMYXSS8DQY81Z","3/7",3
"28322","B006TTC57C","A145YP29E6F82I","3/7",5
"28323","B006TTC57C","A101FXQMF7JONK","4/10",1
"28324","B006TTC57C","A3FY3O0ZH1FWL","3/11",2
"28325","B006TTC57C","A1CD1LEQUCTP59","4/13",3
"28326","B006TTC57C","A2FBDEOU6NVZYQ","8/21",1
"28327","B006TTC57C","A29ZL4I7DFIFQB","12/29",1
"28328","B006TTC57C","A30T847G27BKAR","5/21",1
"28329","B006TTC57C","AGAYNJDPZ0U7X","4/20",1
"28330","B006TTC57C","A90RS5A98WSLH","6/27",1
"28331","B006TTC57C","A1KIQ4P4ZW3ALF","5/59",1
"28332","B006TTC57C","A3FHEVY4ASHTHK","15/138",1
"28333","B006TTC57C","A3SOY160X0T8B7","4/90",1
"28334","B006TTC57C","ACHI4VJFUIBTW","6/155",1
"28335","B006TTC57C","A3ZVVD7713CRC","5/220",1
"28336","B001OQCVCE","A2NGQI7L8X4P80","6/6",5
"28337","B001OQCVCE","A1BDTH7PTFPO63","5/6",5
"28338","B001OQCVCE","A27R5NPOZ7WXMG","9/12",4
"28339","B001OQCVCE","A113H4UYJIPL15","9/14",2
"28340","307142450.0","A16PJLCQ31NL8R","24/26",1
"28341","307142450.0","A3UV7L5ND3EH8T","7/7",4
"28342","307142450.0","A11SXJ2H7IC8J7","7/7",1
"28343","307142450.0","A3JJYTVBSP7YXR","12/14",4
"28344","307142450.0","A2LYQ1S0IF7ZTB","6/6",5
"28345","307142450.0","A17L7Q00FMCXZL","5/5",1
"28346","307142450.0","A2O1FXNXJZI8XW","5/5",2
"28347","307142450.0","A23SFPMLXY4J1H","3/3",5
"28348","307142450.0","A1R3GO92Z5MP3Q","3/3",5
"28349","307142450.0","A3QF3JBCSDYR73","3/3",5
"28350","307142450.0","A1XGTERS7UVRU5","3/3",5
"28351","307142450.0","A13ZAVU55QK5DW","3/3",5
"28352","307142450.0","ADH8OLVJKT05Z","5/6",5
"28353","307142450.0","A1D663YD036KNH","5/6",5
"28354","B002EAYDSE","A2C7OILAF9QFSZ","24/24",5
"28355","B002EAYDSE","A1Q7MVJY925HY9","17/18",5
"28356","B002EAYDSE","A26N400UY1CDGX","11/11",5
"28357","B002EAYDSE","A3UZQ1IW3XUZ73","9/10",5
"28358","B002EAYDSE","A3BT6ZTOCWNHCF","4/4",5
"28359","6305200513.0","A2PV66PFKC2OOF","7/7",4
"28360","6305200513.0","A2A1A0LAKIM8M8","5/5",5
"28361","6305200513.0","A1MPTJIR3LDGNZ","3/3",5
"28362","6305200513.0","A34M975I0I3XWN","3/3",5
"28363","6305200513.0","AMPMZ48UIV7K3","5/6",5
"28364","B000059RH6","A3CWH6VKCTJAD","8/9",3
"28365","B000059RH6","A1MIFU0YKLG40T","5/5",3
"28366","B000059RH6","A3OLH1A2OEP2HC","3/3",3
"28367","B000059RH6","AX52VAM2ZPQ49","3/5",4
"28368","B000059RH6","A332MW6OA1LYDF","3/5",2
"28369","B000059RH6","A2IRYEO9UQ8AC5","3/6",2
"28370","B001ARWW0S","A2IU2BSVWQLKJ7","58/63",5
"28371","B001ARWW0S","A2CWIYIETNBAK3","23/24",5
"28372","B001ARWW0S","AQ8DU6XVA3USJ","30/33",5
"28373","B001ARWW0S","AD2BIAIH78QI5","15/17",4
"28374","B001ARWW0S","A1X5J3VWOVIEVX","13/15",5
"28375","B001ARWW0S","A31I3HXMD5H1EL","10/11",5
"28376","B001ARWW0S","A2WFLPOH43G4V9","10/11",5
"28377","B001ARWW0S","A2POFUU2U3X96U","7/7",5
"28378","B001ARWW0S","A2SX0AP507CQ1Z","12/14",5
"28379","B001ARWW0S","A16CZRQL23NOIW","9/10",5
"28380","B001ARWW0S","A2P2JXU9JEYNV3","5/5",5
"28381","B001ARWW0S","AQ99X21LNEV20","5/5",4
"28382","B001ARWW0S","A2HW33PQSRHLNO","7/8",5
"28383","B001ARWW0S","A2Q8JX8K33RMB1","22/29",3
"28384","B001ARWW0S","A2CW9IQAPFEYLM","9/11",5
"28385","B001ARWW0S","A27M15DFUPV1CK","8/10",5
"28386","B001ARWW0S","A2EJFHKLWJW7KS","3/3",4
"28387","B001ARWW0S","A10ODC971MDHV8","5/6",5
"28388","B001ARWW0S","A13IKSGDYNBNQS","4/5",5
"28389","B001ARWW0S","A1AADZ6JYMZJ45","4/5",4
"28390","B001ARWW0S","A3R2M5ABAYL63P","3/4",5
"28391","B001ARWW0S","A2VK1WLW6TB5DL","3/4",4
"28392","B001ARWW0S","A1764ZYUVGF3I8","4/7",5
"28393","B001ARWW0S","A1DVZ3TBZKVHWM","4/7",4
"28394","B001ARWW0S","A1FDK1EAODDN6E","4/7",4
"28395","B001ARWW0S","A3GN9I0UYV08LC","3/6",5
"28396","B001ARWW0S","A126KX6FVI4T66","3/6",3
"28397","B001ARWW0S","A2L5RFSARQBG5O","3/24",1
"28398","B003BEE7JM","A143KVS4DK9E12","4/4",1
"28399","B003BEE7JM","AEP528BB9D117","3/3",1
"28400","B003BEE7JM","A3Q2WOZDRDGPCX","3/3",1
"28401","B00003G4IP","A21O8ZT6D6WXH5","3/9",5
"28402","B00003G4IP","AW3VZ5O895LRK","4/11",4
"28403","B00003G4IP","AGPGR3GCJHMUC","253/270",3
"28404","B00003G4IP","A2VPBADIU3BXP2","35/36",1
"28405","B00003G4IP","AFHRPJ7Z3BR30","35/36",2
"28406","B00003G4IP","A114NNZWPWXO99","27/27",1
"28407","B00003G4IP","A1M9DQDGE07Q0U","38/40",3
"28408","B00003G4IP","A2TR8BKYUHG1Z2","49/53",2
"28409","B00003G4IP","A1CI6AVPO0R0QY","26/27",1
