product_productid,review_userid,review_helpfulness,review_score
B00005LJBX,A17X1IMIF9R2ZK,8/25,1.0
B00005LJBX,A461VTLW9G9YB,0/9,3.0
B00005LJBX,A2EEUQ81DTY7G3,8/8,5.0
B00005LJBX,A1NYNVYDEZEQNL,6/6,5.0
B00005LJBX,A2SNCT2EK1TY28,8/9,5.0
B00005LJBX,A3HPZF57KFM64P,5/5,5.0
B00005LJBX,A1WPEYYKY04WW6,4/4,4.0
B00005LJBX,A3PTG7RICH0EQA,4/4,5.0
B00005LJBX,A2MLP4UGTF1RX4,4/4,4.0
B00005LJBX,A70YTUFJY5HXN,3/3,5.0
B00005LJBX,A24Z6PF3RTPDVX,3/3,5.0
B00005LJBX,A2SVYGMB83Q82H,3/3,5.0
B00005LJBX,A3JDHFGD00P0VI,3/3,5.0
B00005LJBX,A1UNQJ76D7N74,3/3,5.0
B00005LJBX,A1QCMEHL60R7H9,3/3,5.0
B00005LJBX,AEF6OCIPCY1OY,3/3,5.0
B00005LJBX,A2V6XHDGNDISIU,3/3,5.0
B00005LJBX,A1GVOA2JFVIWTO,3/3,5.0
B00005LJBX,A39O5ZI2XY2NI9,3/3,5.0
B00005LJBX,AJXO21PNTV8QA,3/3,5.0
B00005LJBX,A1ARH6QY9SECT3,3/3,5.0
B00005LJBX,A3GGULF71SL6YP,3/3,5.0
B00005LJBX,ARWPG9NNLVDDJ,3/3,5.0
B00005LJBX,A3JU1UAEVDT4ZU,3/3,5.0
B00005LJBX,A2Q5Y2EMS6KDWI,3/3,5.0
B00005LJBX,AIRHRV3D8X4J1,5/6,5.0
B00005LJBX,AHLBOK5D2LS9M,5/6,5.0
B00005LJBX,A1E481YU3ZPK6S,2/2,5.0
B00005LJBX,A2DKKWJFN0NZ10,2/2,5.0
B00005LJBX,A1SX0AM359NSX4,2/2,5.0
B00005LJBX,A4XFOO76EOYPC,2/2,5.0
B00005LJBX,A1JFTCFO83IB6L,2/2,5.0
B00005LJBX,A32JO1FLE8KF05,2/2,5.0
B00005LJBX,A4S105H3YNL1X,2/2,5.0
B00005LJBX,AWI6I5SZ85G4C,2/2,5.0
B00005LJBX,AD4S6P5H8SKY1,2/2,4.0
B00005LJBX,A1YQ6QB2127AJ4,2/2,4.0
B00005LJBX,AYB3CG5IVMTSN,2/2,5.0
B00005LJBX,A2BZ2AO3EOVXYC,2/2,5.0
B00005LJBX,AO4J90YPX5RU6,2/2,4.0
B00005LJBX,A27ZT4Z59L250I,2/2,5.0
B00005LJBX,A282XKLM98KUYO,2/2,4.0
B00005LJBX,ARNMFPCG75J6K,2/2,4.0
B00005LJBX,A2Q0CPAB5IQ4XT,2/2,5.0
B00005LJBX,A1SD3KSPG4UT2A,2/2,5.0
B00005LJBX,A1Z7WNPECNPKG5,2/2,5.0
B00005LJBZ,A10XHSXXCVWQR9,0/0,3.0
B00005LJBZ,A2BINO84JIUTME,0/0,5.0
B00005LJBZ,A17G0WBB6XVXNH,0/0,5.0
B00005LJBZ,A2TRR8VUVHWTM1,0/0,5.0
B00005LJBZ,AR7CVRJRHA5O7,0/0,5.0
B00005LJBZ,A3EUK6HTI0OMLQ,0/0,5.0
B00005LJBZ,AJTOEANN25PRX,0/0,5.0
B00005LJBZ,A1P083HD6JV2OY,0/0,5.0
B00005LJBZ,A2HS3MVJO6XXKF,0/0,4.0
B00005LJBZ,AZL95QPWJDM3Y,0/0,1.0
B00005LJBZ,A3HMUIACP09SR7,0/0,4.0
B00005LJBZ,A1RE8Q7HL1D3XW,0/0,4.0
B00005LJBZ,A3VLX5Z090RQ0V,0/0,3.0
B00005LJBZ,ANCOMAI0I7LVG,0/0,3.0
B00005LJBZ,A8O760JXZIQVM,0/0,4.0
B00005LJBZ,A25P1PUMRIZCOW,0/0,4.0
B00005LJBZ,A1FWU70JK5T1M1,0/0,5.0
B00005LJBZ,A1FNUCH09U9YE9,0/0,5.0
B00005LJBZ,A1FML9FCUPV6TI,0/0,5.0
B00005LJBZ,AS7B4W4KOPQNV,0/0,4.0
B00005LJBZ,AOV5BX24NBV29,0/0,5.0
B00005LJBZ,AV3PA7P5P3G4Q,0/0,4.0
B00005LJBZ,A1C7QKP8PU0XS8,0/0,3.0
B00005LJBZ,A1AJR4BFQ5AW68,0/0,5.0
B00005LJBZ,A2ELNATHPD0JCL,0/0,5.0
B00005LJBZ,A1VMEBPPFUU0J7,0/0,2.0
B00005LJBZ,A38QQRU60ST9HB,0/0,5.0
B00005LJBZ,A23J34QOQRVS38,0/0,3.0
B00005LJBZ,A23WNQKCWS6ADH,0/0,4.0
B00005LJBZ,APJGMTBEQK2VZ,0/0,5.0
B00005LJBZ,A2U09SD9PPVS5A,0/0,5.0
B00005LJBZ,A2U09SD9PPVS5A,0/0,5.0
B00005LJBZ,A3MVYPMAHXF1RY,0/0,5.0
B00005LJBZ,A2DC0WYZC637WT,0/0,4.0
B00005LJBZ,A2OW465HP2OV21,0/0,4.0
B00005LJBZ,A3G515RA5ZXR3B,7/11,3.0
B00005LJBZ,A5KJVGJ43ZDC9,7/11,1.0
B00005LJBZ,AUSG0O8QWE3C6,5/8,5.0
B00005LJBZ,A2MVAL3K1ZOII7,3/5,1.0
B00005LJBZ,A3EBHHCZO6V2A4,1/2,2.0
B00005LJBZ,A21QK92S0YHKCB,1/2,5.0
B00005LJBZ,A2YBYFT2JVAHMJ,1/2,2.0
B00005LJBZ,A8AV9VEBE1NSC,1/2,5.0
B00005LJBZ,A1L8IB1K8ETJW9,1/2,4.0
B00005LJBZ,AWEOR1WZSMBEZ,1/2,4.0
B00005LJBZ,AC5M4I74MCORR,1/2,5.0
B00005LJBZ,A1T2RCX49YOKEY,1/2,5.0
B00005LJBZ,A1JBONASZFU7J1,1/2,5.0
B00005LJBZ,A2WZON0QPX7C9X,1/2,5.0
B00005LJBZ,A2B7LGOOB1MDIW,4/7,5.0
B00005LJBZ,A2J57EQ9KPGXR9,4/7,1.0
B00005LJBZ,A3K3UKRU1EY5UA,4/7,1.0
B00005LJBZ,A30LMTLC9XVWKJ,2/4,2.0
B00005LJBZ,AUSG0O8QWE3C6,2/4,5.0
B00005LJBZ,ASTQVQMBPL7V1,55/65,5.0
B00005LJBZ,AD2IQ8DG5NDVI,0/1,5.0
B00005LJBZ,AVJQQ36LMQHP0,0/1,5.0
B00005LJBZ,A3BFJE27AMFSB2,1/3,3.0
B00005LJBZ,AR27NRC15UFLA,0/2,2.0
B00005LJBZ,A2LKGJ87LVB5U8,0/2,5.0
B00005LJBZ,A91LE0MPYE8GJ,0/2,5.0
B00005LJBZ,A2DC349AK2GIMM,1/4,5.0
B00005LJBZ,A2KDCFE09NE4WO,1/4,2.0
B00005LJBZ,AME5HP6SD8D6K,2/6,1.0
B00005LJBZ,A1D4KDG5JGEUKM,2/6,1.0
B00005LJBZ,AUM3YMZ0YRJE0,3/8,2.0
B00005LJBZ,A1TYDHMMLBZQIV,3/8,1.0
B00005LJBZ,AE863D4UHI815,0/3,5.0
B00005LJBZ,A3A0ZZWZNM8ZDU,1/5,1.0
B00005LJBZ,A1R7ZTMP0Z9OO5,1/5,5.0
B00005LJBZ,ADS5APY1NKTL4,8/10,1.0
B00005LJBZ,A2A6NH6DPE0VXR,3/3,4.0
B00005LJBZ,A1FNUCH09U9YE9,2/2,4.0
B00005LJBZ,A254Z4O7ORVL6U,2/2,3.0
B00005LJBZ,A333J214SI1VFZ,4/5,1.0
B00005LJBZ,A13KXWTN0DT878,4/5,5.0
B00005LJBZ,A1B61NGSBSH4BF,4/5,5.0
B00005LJBZ,A364GGETSAFMNS,6/8,1.0
B00005LJBZ,A152C8GYY25HAH,6/8,2.0
B00005LJBZ,A35ZK3M8L9JUPX,1/1,5.0
B00005LJBZ,AH0VMMM8JB1N3,1/1,4.0
B00005LJBZ,A3AEYDNYCWH2IZ,1/1,5.0
B00005LJBZ,A1EMDSTJDUE6B0,1/1,5.0
B00005LJBZ,AUXQFGMLF1KMD,1/1,5.0
B00005LJBZ,A2ZVERVFM25MJT,1/1,4.0
B00005LJBZ,A3LIKS2UZZ3OZC,1/1,5.0
B00005LJBZ,A1ILJXH1M8PY7O,3/4,4.0
B00005LJBZ,A2BUHRZGQNNMNH,3/4,3.0
B00005LJBZ,A1L3967DK3ZD1B,3/4,4.0
B00005LJBZ,AU5MDAMO06GJL,3/4,1.0
B00005LJBT,A37N14SYXD9I1W,37/38,5.0
B00005LJBT,AFE0AGQT50MBJ,16/17,5.0
B00005LJBT,A1OBJ2263JCK5,16/17,5.0
B00005LJBT,A3GDW190U77XN,9/9,5.0
B00005LJBT,A1EVXRDQDDS0EU,11/12,5.0
B00005LJBT,A3BSS2M2DPPV4T,10/11,5.0
B00005LJBT,A3C6X0DAM87GN4,7/7,5.0
B00005LJBT,A3N0VRQNOXCM48,12/14,5.0
B00005LJBT,A16QODENBJVUI1,8/9,5.0
B00005LJBT,A2J3TB174JKZED,4/4,5.0
B00005LJBT,AUEYE7V7RYBD6,4/4,4.0
B00005LJBT,A1BJOEQSRX2IBM,4/4,5.0
B00005LJBT,A3MYELGY9U5Q7Q,6/7,5.0
B00005LJBT,A1G5Q9HBN0EGDV,10/13,5.0
B00005LJBT,A3RNP5X8ZGZIEI,3/3,5.0
B00005LJBT,A16CZRQL23NOIW,2/2,5.0
B00005LJBT,A1MNRH0ESVNIM8,2/2,5.0
B00005LJBT,AP5K178LZB3T6,1/1,5.0
B00005LJBT,A2GCHG6U8HTVIT,1/1,5.0
B00005LJBT,A10ODC971MDHV8,1/1,5.0
B00005LJBT,A3GTF3Q8KJ265C,1/1,4.0
B00005LJBT,A13STKDYQO5DQ8,3/4,5.0
B00005LJBT,APP5MBH2BSX6I,7/10,4.0
B00005LJBT,A176GWFTS3AJBG,2/3,4.0
B00005LJBT,A140IOVCV4HGOM,0/0,5.0
B00005LJBT,A25L2IEB8AO0Y7,0/0,5.0
B00005LJBT,A2K7V3G4598QRF,0/0,5.0
B00005LJBT,A2K7V3G4598QRF,0/0,5.0
B00005LJBT,A3CJKTAXF2JT1,0/0,5.0
B00005LJBT,A2KWW1KVV26PED,0/0,5.0
B00005LJBT,A2JWOACYFKJOGI,0/0,4.0
B00005LJBT,A3PZ88WU7RPTP6,0/0,5.0
B00005LJBT,A27TQA0XCZUXZY,0/0,5.0
B00005LJBT,A1GCPR22N73DN,0/0,5.0
B00005LJBT,A36J2FEGKOKDCE,0/0,5.0
B00005LJBT,A3HHAG0E3RLXKB,0/0,5.0
B00005LJBT,A3TD7B0CT1NHO4,0/0,5.0
B00005LJBT,A19U5RYULZ0Z72,4/7,3.0
B00005LJBT,AQY8FVHU7ZD6T,2/4,3.0
B00005LJBT,A16F1BY9PLPPIP,0/1,5.0
B00005LJBT,A3R11XXC7MVNYW,0/1,5.0
B00005LJBT,A2DN1W4U52WKRF,0/1,5.0
B00005LJBT,A2XMLOH6AW5IDG,6/11,4.0
B00005LJBT,A3HETHW2XD3DWH,2/6,3.0
B00005LJBT,A2VP9VBE8JMJ4T,0/6,3.0
B00005LJBT,A3UDYY6L2NH3JS,1/8,4.0
B00005LJBT,A1X8DYFBHX8O4,0/29,1.0
B001NPD9OA,A2FRKEXDXDN1KI,12/12,5.0
B001NPD9OA,A2J9NEE5C5D2AU,2/2,2.0
B001NPD9OA,A35H3MI2NIFVA2,2/2,5.0
B001NPD9OA,A1ZZ3Z8KMMY3CC,1/1,5.0
B001NPD9OA,A9HJID48YDV4S,1/1,5.0
B001NPD9OA,A26MW3PIUQFR1J,1/1,5.0
B001NPD9OA,A106ZCP7RSXMRU,1/1,4.0
B001NPD9OA,A3AGLKYKF2XTS0,1/1,5.0
B001NPD9OA,A1ZO9D554VQO9F,1/1,4.0
B001NPD9OA,A1CAA0683A5MLQ,0/0,4.0
B001NPD9OA,A2VZIH75IMKB5L,0/0,1.0
B001NPD9OA,A2SGS3N1VJS5OE,0/0,5.0
B001NPD9OA,ALKR08BTMI6ET,0/0,5.0
B001NPD9OA,A15J30W6JH59CQ,0/0,5.0
B001NPD9OA,ASSY3DYF2084G,1/2,5.0
B001NPD9OA,A2OK7IKV34K8HQ,0/1,2.0
B001NPD9OA,A52LK3MXX22JI,0/1,1.0
B001NPD9OA,A6QXDCIKV49J4,0/1,2.0
B001NPD9OA,A1JI53EJJZE4VP,0/1,5.0
B001NPD9OA,A47BWZB9DOOR6,0/1,5.0
B001NPD9OA,ABCPOCM2C65RM,0/1,5.0
B001NPD9OA,A3CKPNSGA7JOLK,2/6,1.0
B001NPD9OA,A7AYQNJ8QXBT7,3/8,2.0
B001NPD9OA,A54D9Y0DS8WSB,3/12,1.0
B000LC4ZF8,A23XVF23C7BHP0,0/0,4.0
B000LC4ZF8,AI3IUECLL81QG,0/0,4.0
B000LC4ZF8,AQ0SOAVPEB9C1,0/0,5.0
B000LC4ZF8,A3AT7XC21W5HSM,0/0,5.0
B000LC4ZF8,AHABFECTNE15I,7/11,4.0
B000LC4ZF8,AHK8J9UOPALTI,3/5,5.0
B000LC4ZF8,A10ODC971MDHV8,1/2,5.0
B000LC4ZF8,A1G69BQLIUMWPN,1/2,5.0
B000LC4ZF8,A2GD7HZMWL8HXD,1/2,5.0
B000LC4ZF8,A34RLCGNTQ2RJX,1/2,4.0
B000LC4ZF8,A3LV8CZH54S42G,2/4,4.0
B000LC4ZF8,A3HZ7Q438ZIEUG,2/4,5.0
B000LC4ZF8,A1JSSJ3PL7ZIOL,0/1,5.0
B000LC4ZF8,A1YXBHN9F221EO,0/1,5.0
B000LC4ZF8,A1X7FS1H4R02W1,0/1,4.0
B000LC4ZF8,A3PCTD8QM1BIXI,0/1,5.0
B000LC4ZF8,A1FKZ7W5QAX6LD,0/1,5.0
B000LC4ZF8,A2CMLQ800BNRAH,0/1,4.0
B000LC4ZF8,A10ALSGTGYR5T2,0/1,5.0
B000LC4ZF8,ABRZR68B3GVUR,0/1,5.0
B000LC4ZF8,A1XGXAW9FPW2GP,0/1,5.0
B000LC4ZF8,A1N2ULJMZ2D795,0/1,4.0
B000LC4ZF8,A1BLLXKGBTC51Y,0/1,5.0
B000LC4ZF8,A2LRQSAQUOKTQG,0/1,5.0
B000LC4ZF8,A12DAQ23MYLNAN,3/6,5.0
B000LC4ZF8,A8DBNL3ANEKLH,1/3,5.0
B000LC4ZF8,A228JH8V9Y700G,1/3,4.0
B000LC4ZF8,A3GXXQFVYEM4VQ,1/3,5.0
B000LC4ZF8,A5PHDL3KXQMOU,0/2,5.0
B000LC4ZF8,A1M9VEG8BZ58SX,0/2,5.0
B000LC4ZF8,A35ZK3M8L9JUPX,0/2,5.0
B000LC4ZF8,A16CZRQL23NOIW,0/2,5.0
B000LC4ZF8,ALJGGHDOQKESY,0/2,5.0
B000LC4ZF8,A2H5F5FXFYLEQ2,0/2,4.0
B000LC4ZF8,A2THU56YB588IA,4/9,5.0
B000LC4ZF8,A1WT5M0VZYQTUM,1/4,5.0
B000LC4ZF8,A1SYXVKW9XGEWR,3/8,4.0
B000LC4ZF8,A2RHV42BTJSVON,0/3,5.0
B000LC4ZF8,A2VF9K4EI84XHD,0/3,5.0
B000LC4ZF8,A26CADKTUVRW92,0/3,5.0
B000LC4ZF8,A15E0M2754BU6N,0/3,3.0
B000LC4ZF8,A32K7TR3K1I9YH,1/5,5.0
B000LC4ZF8,A1IKOYZVFHO1XP,2/7,5.0
B000LC4ZF8,A3RNC9BGR4J1ZF,0/4,5.0
B000LC4ZF8,A13DX9T6ILAKFI,0/4,4.0
B000LC4ZF8,AY5M261TSVDOP,0/4,5.0
B000LC4ZF8,A2HZVIAV8PBK5U,0/4,5.0
B000LC4ZF8,A3AEN6JWPGUWFM,1/6,3.0
B000LC4ZF8,AASKM93JZX6II,0/5,4.0
B000LC4ZF8,ASEWVB9Q1WB91,0/5,3.0
B000LC4ZF8,A2NF1RY31JF0HE,33/36,5.0
B000LC4ZF8,A565PMDP4YNU4,32/36,5.0
B000LC4ZF8,A1JVSIWDF0WT22,22/24,5.0
B000LC4ZF8,A8S11VP9Z36D6,15/16,4.0
B000LC4ZF8,A3FVAWZNKW9GX,22/27,4.0
B000LC4ZF8,A8S11VP9Z36D6,7/7,4.0
B000LC4ZF8,A2TYBDE70BM1D0,5/5,5.0
B000LC4ZF8,A144W50UYZG4YX,5/5,4.0
B000LC4ZF8,A3IHITKBCINBK2,9/11,5.0
B000LC4ZF8,A1APLE8V0HX2O,4/4,5.0
B000LC4ZF8,AY69ZK7G6CNYJ,4/4,5.0
B000LC4ZF8,A2A7AA32QEAJY2,4/4,5.0
B000LC4ZF8,A1ER6IYOMM8VCT,4/4,5.0
B000LC4ZF8,A2G9JJ0EI0JVIA,3/3,4.0
B000LC4ZF8,A2CW9IQAPFEYLM,3/3,4.0
B000LC4ZF8,A2Q7YBUV8IPTLW,3/3,4.0
B000LC4ZF8,A1C2FD1DZKR4W0,3/3,5.0
B000LC4ZF8,A39BNX3RKYTVE8,5/6,5.0
B000LC4ZF8,A31K0IGAB25GQM,2/2,5.0
B000LC4ZF8,A22RY8N8CNDF3A,2/2,5.0
B000LC4ZF8,AP3B615GM191G,2/2,4.0
B000LC4ZF8,ANCOMAI0I7LVG,2/2,5.0
B000LC4ZF8,A2ZE73RFY0GD3K,4/5,5.0
B000LC4ZF8,A3SYJKPJ9B768P,4/5,5.0
B000LC4ZF8,A1K4VAYQQLNFVS,4/5,5.0
B000LC4ZF8,A34Q7BT0DC9AUN,1/1,5.0
B000LC4ZF8,A3NRN2JHG8XZRI,1/1,4.0
B000LC4ZF8,A1JHQT5ZS4JDCC,1/1,5.0
B000LC4ZF8,A2W83W2GPNXUCQ,1/1,5.0
B000LC4ZF8,A32Y13YK7AGKVX,1/1,5.0
B000LC4ZF8,A5L1DFVIC7C22,1/1,5.0
B000LC4ZF8,A1YTBT3CZIQHRT,1/1,4.0
B000LC4ZF8,A2HVL790PBWYTU,1/1,5.0
B000LC4ZF8,A2T5Z4K6EZWLCA,1/1,5.0
B000LC4ZF8,A3SFN5013RD3U0,1/1,5.0
B000LC4ZF8,A3O2RCKAMSE9X7,1/1,5.0
B000LC4ZF8,A2Z9XBCYT3AHHU,1/1,5.0
B000LC4ZF8,A2QGRE376QBRV5,1/1,4.0
B000LC4ZF8,A1CZICCYP2M5PX,3/4,4.0
B000LC4ZF8,A25A0MJV5TXDR8,3/4,4.0
B000LC4ZF8,A2Y2J6N35USARZ,0/0,4.0
B000LC4ZF8,A34XOUO7UIH7EE,0/0,5.0
B000LC4ZF8,A1RBIZHCKYF93U,0/0,4.0
B000LC4ZF8,AE2EVUZQVDSQM,0/0,5.0
B000LC4ZF8,A8I54OGV2WNJT,0/0,4.0
B000LC4ZF8,A18758S1PUYIDT,0/0,5.0
B000LC4ZF8,A2XL2K73DA2CQR,0/0,5.0
B000LC4ZF8,A194MV0TQI4HZA,0/0,4.0
B000LC4ZF8,A2CU4L3OK00M23,0/0,5.0
B000LC4ZF8,AQE0FV93YHXRY,0/0,5.0
B000LC4ZF8,A1PB90BCH1HS98,0/0,5.0
B000LC4ZF8,A3B1PIKIHCPK4F,0/0,5.0
B000LC4ZF8,AU5U16YWAIYZP,0/0,5.0
B00005LJBP,A3K77R3ZR5ZOBC,0/0,4.0
B00005LJBP,AWKY92PWUF9KO,0/0,5.0
B00005LJBP,AI0OQVYJ1STXJ,0/0,4.0
B00005LJBP,A1NI0VOVXZBM7Y,1/1,4.0
B00005LJBP,A2J2JK9KQYLE5L,0/0,4.0
B00005LJBP,A3LPNJNRF5K4XS,0/0,4.0
B00005LJBP,A3HBVMFH5ER2DG,0/0,4.0
B00005LJBP,A220FJEQNGMSRN,0/0,2.0
B00005LJBP,A24UAG9VA3MHS5,0/0,5.0
B00005LJBP,A3KUECUWH8FYB5,0/0,5.0
B00005LJBP,AF05JJTC2LJ45,0/0,4.0
B00005LJBP,A11MCFN4QPH1AM,0/0,5.0
B00005LJBP,A26G3B9QDRJLVC,0/0,5.0
B00005LJBP,A3PFJIMP3QU8OS,0/0,5.0
B00005LJBP,A1IJKK6Q1GTEAY,0/0,4.0
B00005LJBP,AYAX8K9NNBBI3,0/0,5.0
B00005LJBP,A3A81ZZ4ANLZ8G,3/5,4.0
B00005LJBP,AXLBVEGFZCFAB,3/5,2.0
B00005LJBP,A1BT0N21ZBE4EO,1/2,1.0
B00005LJBP,A1LHHBM63O5ZCO,1/2,5.0
B00005LJBP,AOQIZY6NCLB6S,1/2,5.0
B00005LJBP,A20QA0U89IGBTU,1/2,5.0
B00005LJBP,A7Y6AVS576M03,1/2,5.0
B00005LJBP,A2Y889U9K2HN4E,4/7,5.0
B00005LJBP,A33QL7Y8Y9SQSI,0/1,4.0
B00005LJBP,A1W2JCK6S23T66,0/1,1.0
B00005LJBP,A282YYJTR2JBXL,0/1,1.0
B00005LJBP,ATZVKBZX93MI1,0/1,5.0
B00005LJBP,A3NP82N9SF6YA6,0/1,2.0
B00005LJBP,A14RF11JYGDKI8,0/1,4.0
B00005LJBP,AX07XG2O6CHZT,1/4,1.0
B00005LJBP,A2DBIS50XGI3AV,10/20,5.0
B00005LJBP,A3FLZC0PD9Q60,94/99,5.0
B00005LJBP,A3ANP2N39N5YZE,51/52,1.0
B00005LJBP,A2APTO32XRAROP,68/73,2.0
B00005LJBP,A522IYW9J5HKZ,21/21,3.0
B00005LJBP,A1KKEIN4FKTW7W,19/19,2.0
B00005LJBP,A1FQPWCWFMVP2C,14/14,2.0
B00005LJBP,AYAX8K9NNBBI3,17/18,5.0
B00005LJBP,A1RS7TEXP9R9P7,13/13,1.0
B00005LJBP,A2L9GZYLVYYXDN,11/11,1.0
B00005LJBP,A18XI6WYYXBXVZ,21/24,5.0
B00005LJBP,A480XWA1BWD04,14/15,1.0
B00005LJBP,A2AI6Y449CBVL7,9/9,4.0
B00005LJBP,A2PX8R5Z76WU60,12/13,1.0
B00005LJBP,A3IRNF10B2LOKW,15/17,3.0
B00005LJBP,A2T86ZNY7ZZDYR,7/7,4.0
B00005LJBP,A2GYCGLNE55MSL,6/6,3.0
B00005LJBP,AKJHNQ51JWWMV,5/5,2.0
B00005LJBP,ANB054KF0B7M9,10/12,5.0
B00005LJBP,A3ICBTL9TSSGKB,7/8,5.0
B00005LJBP,A30LMTLC9XVWKJ,17/22,3.0
B00005LJBP,AUU13YC4GE957,4/4,3.0
B00005LJBP,AXSNY32IVI5KC,4/4,5.0
B00005LJBP,A1XCZWVOH5X4OT,4/4,5.0
B00005LJBP,A22K5CUTUGJMAA,4/4,3.0
B00005LJBP,A34DL2DZIFJ7EJ,4/4,1.0
B00005LJBP,A1ZUMOM942FRS3,4/4,1.0
B00005LJBP,A2SJ8UGAWTGEV6,6/7,1.0
B00005LJBP,AQUC6MNIANE1D,3/3,5.0
B00005LJBP,A30N4CJVI6U4XE,3/3,4.0
B00005LJBP,A34DL2DZIFJ7EJ,3/3,5.0
B00005LJBP,A3W0MOMMWTWUVO,3/3,5.0
B00005LJBP,A2FM91P6OO09N7,3/3,1.0
B00005LJBP,A2DLLMRO6XNEFN,2/2,1.0
B00005LJBP,A2XOBJLJ5PHQ7O,2/2,2.0
B00005LJBP,A202SYTHA2ZVPV,2/2,5.0
B00005LJBP,A2PY3LGT5CTTIK,2/2,3.0
B00005LJBP,A1LWG4SU0DIJ66,2/2,4.0
B00005LJBP,A3HNK11TXH1AMI,2/2,3.0
B00005LJBP,A3FNUNNB16PBJY,2/2,2.0
B00005LJBP,A3SZ1GGAGYGF1W,2/2,1.0
B00005LJBP,A1FSZ5Z9FIR0AE,2/2,3.0
B00005LJBP,AWDVXZLK21WBW,2/2,2.0
B00005LJBP,A5NZP1RC16VKC,1/1,5.0
B00005LJBP,A18YAHM15VYGHE,1/1,5.0
B00005LJBP,A1TI75LHHW5GNX,1/1,5.0
B00005LJBP,A3K77WD28OC5UL,1/1,5.0
B00005LJBP,A3UG6B9Z9VHNYE,1/1,5.0
B00005LJBP,A363NJNUC9WBOS,1/1,2.0
B00005LJBP,A1FJIRW8MIQOLW,1/1,3.0
B00005LJBP,AFLQGO7CJVK50,1/1,5.0
B00005LJBP,A2B73CL3QSYWLB,1/1,5.0
B00005LJBP,A3AE0ZH0GVL2QO,1/1,5.0
B00005LJBP,A1G6LJ6SZR3JDG,1/1,5.0
B00005LJBP,ATYERQH6MSKSB,1/1,5.0
B00005LJBP,A185XYE9018H0N,1/1,4.0
B00005LJBP,A342LQSZ0CQV51,1/1,5.0
B00005LJBP,AV5YX76EIQOOF,1/1,2.0
B00005LJBP,ATYGTCU80111H,1/1,4.0
B00005LJBP,A2BF7QIJ8CJZB7,1/1,5.0
B00005LJBP,A3LPRG9C8FN6WX,1/1,2.0
B00005LJBP,A1PIJOVP9DZ2Y8,1/1,5.0
B00005LJBP,AE2GW511AKRV0,1/1,5.0
B00005LJBP,A1YM8C7K9Z57EO,0/0,5.0
B00005LJBP,A7YYMVYQBD75L,0/0,5.0
B00005LJBP,A1AT4OFBVBVL6Q,0/0,4.0
B00005LJBP,A26Y7GIN7YDCYN,0/0,5.0
B00005LJBP,A2XMBPD2E31VP1,0/0,5.0
B00005LJBP,AAFVFSSHYHHKZ,0/0,4.0
B00005LJBP,AJG9W3OMPFX31,0/0,4.0
B00005LJBP,A3SF1WUP58QMLM,0/0,4.0
B00005LJBP,A3GD9BKIUT3I89,0/0,3.0
B00005LJBP,A1I3SHSSNNX2NE,0/0,3.0
B00005LJBS,A3RCWEMM3R07SS,74/78,4.0
B00005LJBS,A2A1AJO2GNTG6W,0/0,1.0
B00005LJBS,A1Q34G81IODCJK,0/0,4.0
B00005LJBR,AAECAHBNP1VD2,1/2,4.0
B00005LJBR,A2FEH79Y9BN8BL,1/2,5.0
B00005LJBR,A3QZXDBATXFNZX,1/2,5.0
B00005LJBR,A1BJOEQSRX2IBM,1/2,4.0
B00005LJBR,A1123L7ANYUTG0,0/1,4.0
B00005LJBR,A12UR6YY2HBUU,0/1,5.0
B00005LJBR,A3FF5BT9REK6Q3,0/1,4.0
B00005LJBR,A35XFZN4MWNKK4,0/1,5.0
B00005LJBR,A3RYUBDMFKSJZF,0/1,5.0
B00005LJBR,ASBFQFO6VVD0N,1/3,2.0
B00005LJBR,A30G51UQNZID3G,4/8,3.0
B00005LJBR,A16AHP6W99VOJW,5/10,5.0
B00005LJBR,A3DPNRB66E4YAN,0/2,5.0
B00005LJBR,A352WZ0WV61R3K,0/2,5.0
B00005LJBR,AQI2CW6UKF1ES,0/2,5.0
B00005LJBR,AKDYF9CHXRFFL,0/2,5.0
B00005LJBR,AIJU8HQZRTRHD,1/4,5.0
B00005LJBR,A2SMW5LRN27YQ0,0/6,5.0
B00005LJBR,A2L3WEVFOCA7OY,44/48,5.0
B00005LJBR,A2FO9IDV20OE6W,10/11,5.0
B00005LJBR,AMF5LHI9IOIH1,5/5,5.0
B00005LJBR,A2XHI747GUFIHT,5/5,5.0
B00005LJBR,A2BXYC5Z2TMZY5,7/8,5.0
B00005LJBR,ACWFGGPOPMMV4,4/4,5.0
B00005LJBR,AHWAWAIAJQFVN,4/4,5.0
B00005LJBR,A9C375HSNCY9,6/7,4.0
B00005LJBR,A24U1EL8CS6APC,3/3,4.0
B00005LJBR,A2L4MN1KHOUZDA,2/2,5.0
B00005LJBR,A2NH4Z77A64LP,2/2,5.0
B00005LJBR,A17RAO9H47TABX,2/2,5.0
B00005LJBR,A2Q7YBUV8IPTLW,2/2,5.0
B00005LJBR,A1UUVQS8X31RH1,6/8,5.0
B00005LJBR,AX4SM0VKD8W1P,1/1,5.0
B00005LJBR,A35ZK3M8L9JUPX,1/1,4.0
B00005LJBR,A2KXO18NFUUXWF,1/1,5.0
B00005LJBR,A3C6ZCBUNXUT7V,1/1,5.0
B00005LJBR,A3HTPZWRCB3OI1,1/1,5.0
