"","V1","product_productid","review_userid","review_helpfulness","review_score","V1","V2"
"32204","32204","B000MMMTAK","A2K251JWNW2163","3/15",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32205","32205","B000MMMTAK","A3SKGQSU29ZV80","3/15",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32206","32206","B000MMMTAK","A1NIEIENEWXCCQ","14/39",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32207","32207","B000MMMTAK","ALTMLIOX92SG6","13/37",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32208","32208","B000MMMTAK","A3I8G2E7BCTQKR","18/48",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32209","32209","B000MMMTAK","A3E9Z7JL0TWBY","7/24",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32210","32210","B000MMMTAK","A1CHOKV10NEI8X","11/33",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32211","32211","B000MMMTAK","A3MV1KKHX51FYT","15/42",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32212","32212","B000MMMTAK","A2VRTLR4K7L4FH","4/18",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32213","32213","B000MMMTAK","A3R0VWF4PKG9V2","8/27",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32214","32214","B000MMMTAK","A1OYW08VVPMP3Q","11/34",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32215","32215","B000MMMTAK","ADIGA8CMCU5CY","9/30",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32216","32216","B000MMMTAK","AGX5Y9PHDHMR2","5/21",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32217","32217","B000MMMTAK","A2ZY6O8J5ICF75","5/21",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32218","32218","B000MMMTAK","A10V9KWHXEBBCK","12/37",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32219","32219","B000MMMTAK","A26P8L91OWVHFR","4/19",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32220","32220","B000MMMTAK","A1KV8JMEWRTZ5","11/35",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32221","32221","B000MMMTAK","A2CDXBT223I0WS","6/24",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32222","32222","B000MMMTAK","A1U6VYFBESYTSA","6/24",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32223","32223","B000MMMTAK","ANYRXHDVOVS17","9/31",4,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32224","32224","B000MMMTAK","AJOWOWVUL4DTR","9/31",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32225","32225","B000MMMTAK","A1RJ4WOTSSSGTF","7/27",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32226","32226","B000MMMTAK","A2F7CCPK4QL359","7/27",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32227","32227","B000MMMTAK","AXULICPPNP2KC","4/20",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32228","32228","B000MMMTAK","A2CRFPQJC1T565","5/23",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32229","32229","B000MMMTAK","A3VEUXIN4YTY3V","7/28",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32230","32230","B000MMMTAK","A1XESQ7C7NNZX4","15/48",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32231","32231","B000MMMTAK","A153NZD2WZN5S3","3/19",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32232","32232","B000MMMTAK","A2FGU9PP55MMAO","3/19",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32233","32233","B000MMMTAK","A235EH6MGMDX5O","5/24",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32234","32234","B000MMMTAK","AV6CKEM3TS5JP","7/29",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32235","32235","B000MMMTAK","A15QZELVYZ8YD5","4/22",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32236","32236","B000MMMTAK","A3JHVY62EE0VAQ","4/22",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32237","32237","B000MMMTAK","A328S9RN3U5M68","18/57",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32238","32238","B000MMMTAK","A2N5ZF90C52NO","5/25",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32239","32239","B000MMMTAK","A27KB4BAR005UB","5/25",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32240","32240","B000MMMTAK","A2172P0XZDC8L3","6/28",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32241","32241","B000MMMTAK","A1K31NF81TS0CO","11/41",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32242","32242","B000MMMTAK","ACU9ME6JHYDR7","9/36",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32243","32243","B000MMMTAK","A24524Q9KAU4F5","7/31",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32244","32244","B000MMMTAK","A2TFLD2BNCIZWB","8/36",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32245","32245","B000MMMTAK","A20QMBFG8ZOS3M","4/26",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32246","32246","B000MMMTAK","A6SS7CTQW7WVP","10/43",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32247","32247","B000MMMTAK","A3K3OUBH6E8OMG","3/24",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32248","32248","B000MMMTAK","A2ZTK0LFJKIANZ","6/33",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32249","32249","B000MMMTAK","AQ990HW13DP08","15/58",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32250","32250","B000MMMTAK","A3O4YFX5E9DX7L","5/31",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32251","32251","B000MMMTAK","A274JQTBLSDQ96","5/31",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32252","32252","B000MMMTAK","A10M1A2HXF16BX","3/26",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32253","32253","B000MMMTAK","A3CJC7K4QZBYW5","5/32",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32254","32254","B000MMMTAK","ALX2RTJW3NF0O","15/61",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32255","32255","B000MMMTAK","A2Y0XFOBWQIB90","7/38",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32256","32256","B000MMMTAK","A342217FV8KVAQ","8/43",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32257","32257","B000MMMTAK","A1YTE8DQ3W038A","19/77",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32258","32258","B000MMMTAK","A2ZRKC1F88KIX","18/74",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32259","32259","B000MMMTAK","A2O5W1ITXUPEOZ","9/50",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32260","32260","B000MMMTAK","A141HP4LYPWMSR","8/48",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32261","32261","B000MMMTAK","A2N3F8EOYE720N","18/81",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32262","32262","B000MMMTAK","A22Z5G9T8YLZQ8","21/96",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32263","32263","B000MMMTAK","A335XTFLWD1C7M","15/84",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32264","32264","B000MMMTAK","A1WWZFZBR4J4L6","11/70",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32265","32265","B000MMMTAK","AST3PR7B3MBOF","11/75",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32266","32266","B000MMMTAK","A3LZ83SPZAD3WA","12/88",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32267","32267","B000MMMTAK","A2AHS9Q36KZG9X","11/102",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32268","32268","B000MMMTAK","A2AKMD8SNOLO2N","7/126",1,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32269","32269","B000MMMTAK","A17VSEOFLMY3IS","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32270","32270","B000MMMTAK","ASSCA9IS0GWF5","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32271","32271","B000MMMTAK","A2DDEEDQKWBXHM","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32272","32272","B000MMMTAK","ACJTUFZEUCCBL","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32273","32273","B000MMMTAK","A31H0N1UPQP62A","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32274","32274","B000MMMTAK","A3F0ZOLOPEZ19D","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32275","32275","B000MMMTAK","A1K6GBD1QCZTND","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32276","32276","B000MMMTAK","A3SWP7MXT9R0RX","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32277","32277","B000MMMTAK","AY9Y8OVLOHPIQ","3/4",4,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32278","32278","B000MMMTAK","A3CN9CCJUNIPKT","3/4",4,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32279","32279","B000MMMTAK","A3GUHHFC0QIZ6K","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32280","32280","B000MMMTAK","A1COW0UIB5HA9J","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32281","32281","B000MMMTAK","A1SFSW96SRY38H","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32282","32282","B000MMMTAK","A2582KMXLK2P06","3/4",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32283","32283","B000MMMTAK","A3KEZLJ59C1JVH","3/4",2,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32284","32284","B000MMMTAK","A3PPXVR5J6U2JD","3/4",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32285","32285","B000MMMTAK","A8DKC53RX2ATU","3/4",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32286","32286","B000MMMTAK","AS2AMJH3DJQQU","3/4",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32287","32287","B000MMMTAK","A2XB8M3NXW9Q0O","3/4",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32288","32288","B000MMMTAK","A3P9D22KDEXVMN","3/4",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32289","32289","B000MMMTAK","A1ODZ7SDUPEGNK","3/4",4,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32290","32290","B000MMMTAK","A2QAUMR0V33GC9","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32291","32291","B000MMMTAK","A2IG2FG7L85RMU","3/4",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32292","32292","B000MMMTAK","A1F1FOR46702YF","5/7",4,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32293","32293","B000MMMTAK","A3AOKQCH0YBZDS","5/7",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32294","32294","B000MMMTAK","A2CK2JAWK61XC4","5/7",3,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32295","32295","B000MMMTAK","AZE8XP9CN8ZZV","5/7",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32296","32296","B000MMMTAK","A2F0F5PJKREZE5","5/7",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32297","32297","B000MMMTAK","A2KS2FAKXO4A40","5/7",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32298","32298","B000MMMTAK","A1B31A1SVUVIFI","5/7",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32299","32299","B000MMMTAK","A329U9CDUPKXAC","9/13",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32300","32300","B000MMMTAK","A210NI3I6Y4ZMO","11/16",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32301","32301","B000MMMTAK","A1P2NBM3P3TS2X","11/16",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32302","32302","B000MMMTAK","A2H22I2RWE0HOV","11/16",5,"Borat - Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan [UMD for PSP]","Drama"
"32303","32303","B005BRFN8Q","AO1Z0TQWCRGL4","23/23",5,"Christmas with a Capital C","faith_&_spirituality"
"32304","32304","B005BRFN8Q","A1XD0C8DTUF998","65/75",5,"Christmas with a Capital C","faith_&_spirituality"
"32305","32305","B005BRFN8Q","AG9Q2LVOS1AAB","28/32",5,"Christmas with a Capital C","faith_&_spirituality"
"32306","32306","B005BRFN8Q","A3GWKJ7FNLOEZW","7/7",5,"Christmas with a Capital C","faith_&_spirituality"
"32307","32307","B005BRFN8Q","A38VQB9JKRHKZC","3/3",4,"Christmas with a Capital C","faith_&_spirituality"
"32308","32308","B005BRFN8Q","A57JWK56OUKLZ","3/3",5,"Christmas with a Capital C","faith_&_spirituality"
"32309","32309","B005BRFN8Q","AVHWMHR78UVN6","3/3",5,"Christmas with a Capital C","faith_&_spirituality"
"32310","32310","B005BRFN8Q","A19PTQBJXQZWMI","3/3",5,"Christmas with a Capital C","faith_&_spirituality"
"32311","32311","B005BRFN8Q","A29WU2UUFP3H5B","3/10",2,"Christmas with a Capital C","faith_&_spirituality"
"32312","32312","B005BRFN8Q","ADRQUBG5JSAQ3","3/21",1,"Christmas with a Capital C","faith_&_spirituality"
"32313","32313","B000C3L2OI","A3EUK0MA2T8816","4/6",4,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32314","32314","767831411.0","A2ZBOH5GSJT5SJ","7/8",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32315","32315","767831411.0","A2TMVYPRFAMN8P","4/4",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32316","32316","767831411.0","A1HUKRDQGNPGB4","4/4",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32317","32317","767831411.0","A689W8L78ZQR5","8/10",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32318","32318","767831411.0","A328S9RN3U5M68","3/3",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32319","32319","767831411.0","A1EY8ZUI6S944T","4/5",5,"Gang Busters, Vol. 1 and 2","faith_&_spirituality"
"32320","32320","B000068TTU","A2ZSC81MXLBELX","15/15",4,"Love Me Tender [VHS]","faith_&_spirituality"
"32321","32321","B000068TTU","A17BT73RVRQYSP","6/6",4,"Love Me Tender [VHS]","faith_&_spirituality"
"32322","32322","B000068TTU","AP0ZNYV2LC0PQ","5/5",5,"Love Me Tender [VHS]","faith_&_spirituality"
"32323","32323","B000068TTU","A2Y1D4PNZ1G7IH","11/14",4,"Love Me Tender [VHS]","faith_&_spirituality"
"32324","32324","B000068TTU","AJ984JXWKZCU3","3/3",4,"Love Me Tender [VHS]","faith_&_spirituality"
"32325","32325","B000068TTU","A2RI3INAFR00W4","3/3",4,"Love Me Tender [VHS]","faith_&_spirituality"
"32326","32326","B000068TTU","A240QB45BSMDAN","6/8",5,"Love Me Tender [VHS]","faith_&_spirituality"
"32327","32327","B000068TTU","A298Y0CYJBENVW","16/23",3,"Love Me Tender [VHS]","faith_&_spirituality"
"32328","32328","B000068TTU","AHS6MGV7VOKZW","3/4",3,"Love Me Tender [VHS]","faith_&_spirituality"
"32329","32329","B00005TNYX","A263ORUL49HIZZ","12/12",4,"White Sands","faith_&_spirituality"
"32330","32330","B00005TNYX","A2Q5K1G3S8RLWX","3/4",3,"White Sands","faith_&_spirituality"
"32331","32331","B00005TNYX","A180WAKRIE7PN4","16/20",5,"White Sands","faith_&_spirituality"
"32332","32332","B000BLAK76","A352A34WUZZWWE","27/27",5,"My Lovely Sam-Soon","faith_&_spirituality"
"32333","32333","B000BLAK76","ASVUSSAN79EYY","12/12",5,"My Lovely Sam-Soon","faith_&_spirituality"
"32334","32334","B000BLAK76","A1P785Y6O85RLA","10/10",5,"My Lovely Sam-Soon","faith_&_spirituality"
"32335","32335","B005E7SFH4","A2ZE73RFY0GD3K","20/22",5,"The Incredible Melting Man","Science Fiction"
"32336","32336","B005E7SFH4","A25CMSI6S7S63C","13/16",5,"The Incredible Melting Man","Science Fiction"
"32337","32337","B005E7SFH4","A21MSAFBOV6BO6","7/8",4,"The Incredible Melting Man","Science Fiction"
"32338","32338","B005E7SFH4","AYRPJESM22ERK","4/4",4,"The Incredible Melting Man","Science Fiction"
"32339","32339","B005E7SFH4","A1EI65WJC85U68","3/3",3,"The Incredible Melting Man","Science Fiction"
"32340","32340","B005E7SFH4","A3KYI58YQSQ3E","3/3",5,"The Incredible Melting Man","Science Fiction"
"32341","32341","B005E7SFH4","A24H4MQR1BU7CT","5/6",5,"The Incredible Melting Man","Science Fiction"
"32342","32342","B005E7SFH4","A33XAIGXVE5KDE","5/6",3,"The Incredible Melting Man","Science Fiction"
"32343","32343","B000JPHH2U","A2Q42ON9CEHR4O","3/13",2,"Patriot Games","Action"
"32344","32344","B000JPHH2U","A2XRMQA6PJ5ZJ8","16/17",5,"Patriot Games","Action"
"32345","32345","B000JPHH2U","APP5MBH2BSX6I","22/25",5,"Patriot Games","Action"
"32346","32346","B000JPHH2U","A284BOKGHH60VX","12/13",3,"Patriot Games","Action"
"32347","32347","B000JPHH2U","A2S1TF4OD00K53","7/7",4,"Patriot Games","Action"
"32348","32348","B000JPHH2U","A1UWHCAT5S0ZLE","12/14",2,"Patriot Games","Action"
"32349","32349","B000JPHH2U","A16X61RLY1YJL7","13/16",5,"Patriot Games","Action"
"32350","32350","B000JPHH2U","AQOAL5RTFW8TX","5/5",4,"Patriot Games","Action"
"32351","32351","B000JPHH2U","A2ZGVH5DNCK8I4","9/11",5,"Patriot Games","Action"
"32352","32352","B000JPHH2U","AA3D2UDH1QZVG","4/4",5,"Patriot Games","Action"
"32353","32353","B000JPHH2U","AUTIZOMQZHZLQ","6/7",2,"Patriot Games","Action"
"32354","32354","B000JPHH2U","A3N8RZSXKN1OR2","3/3",4,"Patriot Games","Action"
"32355","32355","B000JPHH2U","A35ZK3M8L9JUPX","3/3",5,"Patriot Games","Action"
"32356","32356","B000JPHH2U","A2O91YORQH16L5","3/3",5,"Patriot Games","Action"
"32357","32357","B000JPHH2U","A29M8O7MMG54C4","3/3",5,"Patriot Games","Action"
"32358","32358","B000JPHH2U","A262NCBPGJJ3JJ","3/3",5,"Patriot Games","Action"
"32359","32359","B000JPHH2U","A6YTY1M8FDSF4","3/3",5,"Patriot Games","Action"
"32360","32360","B000JPHH2U","A139U57J0UV180","12/16",1,"Patriot Games","Action"
"32361","32361","B000JPHH2U","A1SVXJZ3386U2D","5/6",4,"Patriot Games","Action"
"32362","32362","B000JPHH2U","A2T07OA5760GGD","5/6",5,"Patriot Games","Action"
"32363","32363","B000JPHH2U","A3BMRSE8N1858V","4/5",4,"Patriot Games","Action"
"32364","32364","B000JPHH2U","A1TW4IZ9L42N5H","4/5",5,"Patriot Games","Action"
"32365","32365","B000JPHH2U","A36XPO5XCP1IUJ","3/4",3,"Patriot Games","Action"
"32366","32366","B001BSWUYY","A14WBTTKO8W1YT","6/6",5,"ESP & Psychic Spies","Action"
"32367","32367","B001P7DKHM","A1E3L41Z515GIE","24/24",4,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32368","32368","B001P7DKHM","A141HP4LYPWMSR","21/22",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32369","32369","B001P7DKHM","A2I69U2XJO8QAY","13/13",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32370","32370","B001P7DKHM","A38ID32X09NFGJ","10/10",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32371","32371","B001P7DKHM","A14UW0USCPE9OM","9/9",4,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32372","32372","B001P7DKHM","A1C72MAWJGLII4","6/6",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32373","32373","B001P7DKHM","ATARRBB4F575X","6/6",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32374","32374","B001P7DKHM","A1DCVPEQ1XXDLT","7/8",5,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32375","32375","B001P7DKHM","A1XIIF5DVEIY5G","5/6",4,"Kumbh Mela: Songs of the River","Nonfiction - Documentary"
"32376","32376","B00871C0DO","A1YWUPCT83WY48","77/84",5,"An American Werewolf in London","Horror"
"32377","32377","B00871C0DO","A2BYFF97CPQT44","35/36",5,"An American Werewolf in London","Horror"
"32378","32378","B00871C0DO","A1LVZOK9F7K4CN","59/67",5,"An American Werewolf in London","Horror"
"32379","32379","B00871C0DO","AGOPJZFEL0Q1E","14/15",5,"An American Werewolf in London","Horror"
"32380","32380","B00871C0DO","A78UK4PFXMLH4","10/10",5,"An American Werewolf in London","Horror"
"32381","32381","B00871C0DO","A3FDEI5P21XX6S","8/8",5,"An American Werewolf in London","Horror"
"32382","32382","B00871C0DO","A39NG03UX45MBP","9/10",4,"An American Werewolf in London","Horror"
"32383","32383","B00871C0DO","A1C2P5HX5RLPAX","6/6",5,"An American Werewolf in London","Horror"
"32384","32384","B00871C0DO","A1SZ1CNTGI22PY","11/13",5,"An American Werewolf in London","Horror"
"32385","32385","B00871C0DO","AKKMR020ZT34N","5/5",5,"An American Werewolf in London","Horror"
"32386","32386","B00871C0DO","A3NM0RAYSL6PA8","3/6",3,"An American Werewolf in London","Horror"
"32387","32387","B00871C0DO","AH24HR3A19LP5","5/5",5,"An American Werewolf in London","Horror"
"32388","32388","B00871C0DO","A1DASCIWTWKKG3","5/5",5,"An American Werewolf in London","Horror"
"32389","32389","B00871C0DO","A2D5BGCNBZVN93","4/4",5,"An American Werewolf in London","Horror"
"32390","32390","B00871C0DO","A2L7JN8R6GQE0F","3/10",2,"An American Werewolf in London","Horror"
"32391","32391","B00871C0DO","A2592Z35XURZCH","5/15",1,"An American Werewolf in London","Horror"
"32392","32392","B00871C0DO","A2ARO4DGBHMVFM","6/24",2,"An American Werewolf in London","Horror"
"32393","32393","B00871C0DO","A3TZLMZVP5H5J4","4/53",1,"An American Werewolf in London","Horror"
"32394","32394","B00871C0DO","A2NU4R3C55R7SR","4/56",1,"An American Werewolf in London","Horror"
"32395","32395","B00871C0DO","A3O2RCKAMSE9X7","3/3",5,"An American Werewolf in London","Horror"
"32396","32396","B00871C0DO","A2YAABMT80RLYA","3/3",5,"An American Werewolf in London","Horror"
"32397","32397","B00871C0DO","A2M1N8G4W4END8","3/3",4,"An American Werewolf in London","Horror"
